"","ID","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"1",54016,0.0626973514341747,0.275448371920097,0.134682049588362,0.16925953550462,0.00908677511262711,0.0535595016655981,0.0735180126464541,0.0357740580854061
"2",54049,0.0650041806819922,0.136332285026551,0.135689412416584,0.132284197484255,0.0603655359634754,0.0662114559564385,0.299438817425343,0.201909966765638
"3",54050,0.205323209373272,0.162052355136226,0.127809015421605,0.219927795674317,0.203712339487631,0.0540523626969684,0.0522888873299847,0.180788760907835
"4",54064,0.135383315336247,0.0506295467199907,0.041973974290058,0.0751789597713912,0.100950281271034,0.0305302467540813,0.0108557379986576,0.0144790898015616
"5",54067,0.291315770960004,0.103785133749844,0.113092722177682,0.102397437850566,0.221443247630426,0.0614730806818275,0.129613553893327,0.116447747092574
"6",54070,0.228956849324295,0.156879995675192,0.186505029809155,0.209797718587024,0.29946987820955,0.295786763639801,0.164311575254196,0.108718737481961
"7",54071,0.265762415581556,0.040879833646611,0.0268159354870749,0.126333361876295,0.0536660100082377,0.0541665385242554,0.095894026777765,0.133097772019327
"8",54075,0.093429586539678,0.142254304576831,0.148553484202579,0.116920521236021,0.0762593486196616,0.213297879107835,0.380150504904618,0.156761962664594
"9",54090,0.146258237285736,0.0216737236846632,1.14992006121769,0.0170049685399583,0.300101661767103,0.123747900172032,0.179116682709239,0.0901862222312135
"10",54096,0.133479903463602,0.0770678844247405,0.0214551237696285,0.0684613702680273,0.0353654269335506,0.162325193960205,0.0326611402904981,0.0220124931282332
"11",54098,0.0659699197044348,0.105294768581398,0.0397402273395312,0.0544600699670807,0.076841172650405,0.0743292897269407,0.25731016277575,0.084281384844245
"12",54102,0.120408411818508,0.359341407079482,0.00997530339570679,0.0529483756852715,0.00518852344741387,0.254116680130896,0.218619194640247,0.014264934898304
"13",54103,0.0224801543657697,0.00613671174018822,0.159956449880951,0.0589992240219143,0.180763952969216,0.13834687107821,0.0288770402676792,0.139667818362643
"14",54114,0.330418544633989,0.0482576167615908,0.0378782437949334,0.052400478992728,0.229201994757697,0.0546578581980351,0.0890888187466255,0.121960521755796
"15",54115,0.0491955734080934,0.0617296809303673,0.0328021992259404,0.028496614923655,0.0258145685155973,0.0227275914802551,0.100468466584593,0.0158335595073572
"16",54117,0.0366672947061254,0.00816265634518651,0.36529665235863,0.0300428662203281,0.155908185509346,0.0611240219147191,0.0430226544374213,0.15359243972342
"17",54119,0.066989756010642,0.0689838693463892,0.0316521877669627,0.00856614966112714,0.0536625319313945,0.00765354178641983,0.0478518621529123,0.0342548260108536
"18",54121,0.0413806795711123,0.101271500907879,0.155063990598233,0.111042358845389,0.0812402897789767,0.0563229999151635,0.0785904266701906,0.0215234641550371
"19",54128,0.1262083361562,0.123433917999001,0.112581298441029,0.165528335618064,0.0152826212363824,0.0790917445112233,0.145841758506585,0.0888274747785395
"20",54129,0.262301138799474,0.279704380770681,0.227507231804022,0.111662630596439,0.109600746900894,0.142689669495129,0.507892657923565,0.106277933940883
"21",54131,0.0345186984732743,0.0565578713720307,0.275005217549782,0.0136599439661194,0.0510535063308449,0.0182064897728814,0.11759702502056,0.058096789892021
"22",54134,0.0593752481655845,0.0951533254454644,0.22623150922957,0.108472601714879,0.187074308923352,0.0591503138501452,0.00486024902020212,0.150482584738711
"23",54135,0.0725740703594822,0.15523176100375,0.211062744661704,0.172161346990855,0.186725975267399,0.219762130944134,0.0712603333150075,0.252782067116089
"24",54138,0.207719737413971,0.162267896543741,0.393972820123442,0.185928455858406,0.228107380181568,0.0541718347297289,0.175816331801228,0.155825242434331
"25",54146,0.208072719935973,0.0660785310794081,0.680336720879181,0.254772697644196,0.508518196970721,0.0916347341368042,0.0301515198928367,0.0285918253738094
"26",54148,0.563840720974763,0.115600278400449,0.433035228450582,0.671209009250456,0.510981914603611,0.582261238864297,0.234456375347946,0.313619950338253
"27",54151,0.036092379491906,0.0285520798621366,0.00632507413964519,0.0776577890150865,0.107068212927859,0.0409771635009754,0.0227865801353806,0.0145066595575746
"28",54153,0.27109726929698,0.0533156448057769,0.129460692330669,0.0612382072531809,0.0804772855068698,0.0486329755421946,0.096586209640114,0.349193941665796
"29",54157,0.183821310895534,0.0161468118577847,0.132291903586591,0.0102930694689829,0.229309572567754,0.111217358064577,0.198402021049094,0.0509457236001806
"30",54158,0.0869516033403618,0.0784625751721534,0.120354799377831,0.0196491984252865,0.313406735303848,0.0210753911008398,0.0124641044868608,0.250929344727902
"31",54180,0.213354578440015,0.0968776439047531,0.0114523867405551,0.215357275334019,0.0893364752195871,0.194031718901562,0.105116534080883,0.0540316078394092
"32",54183,0.0760218903590421,0.0863151780661406,0.047881126870202,0.169854122054065,0.0561920089961228,0.221196339294952,0.192372861259859,0.20236119601352
